"module name","license","repository"
"set-function-length@1.2.2","MIT","https://github.com/ljharb/set-function-length"
"setprototypeof@1.2.0","ISC","https://github.com/wesleytodd/setprototypeof"
"shebang-command@2.0.0","MIT","https://github.com/kevva/shebang-command"
"shebang-regex@3.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"shell-quote@1.8.3","MIT","https://github.com/ljharb/shell-quote"
"side-channel-list@1.0.0","MIT","https://github.com/ljharb/side-channel-list"
"side-channel-map@1.0.1","MIT","https://github.com/ljharb/side-channel-map"
"side-channel-weakmap@1.0.2","MIT","https://github.com/ljharb/side-channel-weakmap"
"side-channel@1.1.0","MIT","https://github.com/ljharb/side-channel"
"sirv@3.0.2","MIT","https://github.com/lukeed/sirv"
"slide@1.1.6","ISC","https://github.com/isaacs/slide-flow-control"
"source-map-js@1.2.1","BSD-3-Clause","https://github.com/7rulnik/source-map-js"
"source-map@0.6.1","BSD-3-Clause","https://github.com/mozilla/source-map"
"spdx-compare@1.0.0","MIT","https://github.com/kemitchell/spdx-compare.js"
"spdx-correct@3.2.0","Apache-2.0","https://github.com/jslicense/spdx-correct.js"
"spdx-exceptions@2.5.0","CC-BY-3.0","https://github.com/kemitchell/spdx-exceptions.json"
"spdx-expression-parse@3.0.1","MIT","https://github.com/jslicense/spdx-expression-parse.js"
"spdx-license-ids@3.0.23","CC0-1.0","https://github.com/jslicense/spdx-license-ids"
"spdx-ranges@2.1.1","(MIT AND CC-BY-3.0)","https://github.com/kemitchell/spdx-ranges.js"
"spdx-satisfies@4.0.1","MIT","https://github.com/kemitchell/spdx-satisfies.js"
"speakingurl@14.0.1","BSD-3-Clause","https://github.com/pid/speakingurl"
"statuses@2.0.2","MIT","https://github.com/jshttp/statuses"
"storybook@8.6.17","MIT","https://github.com/storybookjs/storybook"
"strip-json-comments@3.1.1","MIT","https://github.com/sindresorhus/strip-json-comments"
"superjson@2.2.6","MIT","https://github.com/blitz-js/superjson"
"supports-color@5.5.0","MIT","https://github.com/chalk/supports-color"
"supports-preserve-symlinks-flag@1.0.0","MIT","https://github.com/inspect-js/node-supports-preserve-symlinks-flag"
"swagger-jsdoc@6.2.8","MIT","https://github.com/Surnet/swagger-jsdoc"
"swagger-parser@10.0.3","MIT","https://github.com/APIDevTools/swagger-parser"
"swagger-ui-dist@5.31.2","Apache-2.0","https://github.com/swagger-api/swagger-ui"
"swagger-ui-express@5.0.1","MIT","https://github.com/scottie1984/swagger-ui-express"
"tailwindcss@4.1.18","MIT","https://github.com/tailwindlabs/tailwindcss"
"tapable@2.3.0","MIT","https://github.com/webpack/tapable"
"tiny-invariant@1.3.3","MIT","https://github.com/alexreardon/tiny-invariant"
"tinyglobby@0.2.15","MIT","https://github.com/SuperchupuDev/tinyglobby"
"toidentifier@1.0.1","MIT","https://github.com/component/toidentifier"
"token-stream@1.0.0","MIT","https://github.com/pugjs/token-stream"
"totalist@3.0.1","MIT","https://github.com/lukeed/totalist"
"treeify@1.1.0","MIT","https://github.com/notatestuser/treeify"
"ts-dedent@2.2.0","MIT","https://github.com/tamino-martinius/node-ts-dedent"
"ts-map@1.0.3","MIT","https://github.com/lavyun/ts-map"
"tslib@2.8.1","0BSD","https://github.com/Microsoft/tslib"
"type-fest@2.19.0","(MIT OR CC0-1.0)","https://github.com/sindresorhus/type-fest"
"type-is@1.6.18","MIT","https://github.com/jshttp/type-is"
"typescript@5.9.3","Apache-2.0","https://github.com/microsoft/TypeScript"
"uc.micro@2.1.0","MIT","https://github.com/markdown-it/uc.micro"
"underscore@1.13.8","MIT","https://github.com/jashkenas/underscore"
"undici-types@7.16.0","MIT","https://github.com/nodejs/undici"
"unpipe@1.0.0","MIT","https://github.com/stream-utils/unpipe"
"unplugin-utils@0.3.1","MIT","https://github.com/sxzz/unplugin-utils"
"unplugin@1.16.1","MIT","https://github.com/unjs/unplugin"
"update-browserslist-db@1.2.2","MIT","https://github.com/browserslist/update-db"
"util-extend@1.0.3","MIT","https://github.com/isaacs/util-extend"
"util@0.12.5","MIT","https://github.com/browserify/node-util"
"utils-merge@1.0.1","MIT","https://github.com/jaredhanson/utils-merge"
"uuid@9.0.1","MIT","https://github.com/uuidjs/uuid"
"validate-npm-package-license@3.0.4","Apache-2.0","https://github.com/kemitchell/validate-npm-package-license.js"
"validator@13.15.26","MIT","https://github.com/validatorjs/validator.js"
"vary@1.1.2","MIT","https://github.com/jshttp/vary"
"vite-dev-rpc@1.1.0","MIT","https://github.com/antfu/vite-dev-rpc"
"vite-hot-client@2.1.0","MIT","https://github.com/antfu/vite-hot-client"
"vite-plugin-inspect@11.3.3","MIT","https://github.com/antfu/vite-plugin-inspect"
"vite-plugin-vue-devtools@8.0.5","MIT","https://github.com/vuejs/devtools"
"vite-plugin-vue-inspector@5.3.2","MIT","https://github.com/webfansplz/vite-plugin-vue-inspector"
"vite@7.3.0","MIT","https://github.com/vitejs/vite"
"void-elements@3.1.0","MIT","https://github.com/pugjs/void-elements"
"vscode-uri@3.1.0","MIT","https://github.com/microsoft/vscode-uri"
"vue-component-meta@2.2.12","MIT","https://github.com/vuejs/language-tools"
"vue-component-type-helpers@2.2.12","MIT","https://github.com/vuejs/language-tools"
"vue-component-type-helpers@3.2.5","MIT","https://github.com/vuejs/language-tools"
"vue-docgen-api@4.79.2","MIT","https://github.com/vue-styleguidist/vue-styleguidist"
"vue-inbrowser-compiler-independent-utils@4.71.1","MIT","https://github.com/vue-styleguidist/vue-styleguidist"
"vue-router@4.6.4","MIT","https://github.com/vuejs/router"
"vue-tsc@3.1.8","MIT","https://github.com/vuejs/language-tools"
"vue@3.5.25","MIT","https://github.com/vuejs/core"
"webpack-virtual-modules@0.6.2","MIT","https://github.com/sysgears/webpack-virtual-modules"
"which-typed-array@1.1.20","MIT","https://github.com/inspect-js/which-typed-array"
"which@2.0.2","ISC","https://github.com/isaacs/node-which"
"which@5.0.0","ISC","https://github.com/npm/node-which"
"with@7.0.2","MIT","https://github.com/pugjs/with"
"wrappy@1.0.2","ISC","https://github.com/npm/wrappy"
"ws@8.19.0","MIT","https://github.com/websockets/ws"
"wsl-utils@0.1.0","MIT","https://github.com/sindresorhus/wsl-utils"
"xmlcreate@2.0.4","Apache-2.0","https://github.com/michaelkourlas/node-xmlcreate"
"yallist@3.1.1","ISC","https://github.com/isaacs/yallist"
"yaml@2.0.0-1","ISC","https://github.com/eemeli/yaml"
"z-schema@5.0.5","MIT","https://github.com/zaggino/z-schema"
